credit_limit,education,age,late_jul,bill_sep,prev_payment_sep,prev_payment_aug,prev_payment_jul,prev_payment_jun,prev_payment_may,prev_payment_apr,total_default,sex_female,marital_status_single,marital_status_other
50000.0,1.0,23,2,42304.0,3695.0,2000.0,1900.0,0.0,3700.0,0.0,12,1,1,0
220000.0,3.0,33,-1,3378.0,1531.0,942.0,608.0,1738.0,277.0,492.0,0,1,0,0
20000.0,1.0,27,0,20443.0,1558.0,1400.0,400.0,1290.0,0.0,780.0,2,0,1,0
50000.0,1.0,47,0,11961.0,2500.0,2000.0,2000.0,2000.0,3000.0,3000.0,0,1,1,0
80000.0,3.0,23,0,8766.0,1600.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
110000.0,3.0,24,0,115527.0,0.0,4000.0,7000.0,7766.0,3982.0,5000.0,3,1,1,0
360000.0,2.0,38,-1,176.0,252.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
70000.0,2.0,26,0,66087.0,3120.0,3303.0,2800.0,2200.0,7600.0,0.0,2,1,1,0
30000.0,2.0,22,-1,3118.0,2414.0,1260.0,1181.0,101.0,991.0,579.0,0,1,0,0
460000.0,0.0,28,0,1358.0,55071.0,1263.0,3934.0,1702.0,22238.0,513.0,0,0,1,0
220000.0,1.0,65,-1,1193.0,1525.0,3470.0,1771.0,2333.0,390.0,2361.0,0,0,0,0
50000.0,1.0,55,0,45555.0,1968.0,1843.0,434.0,5000.0,582.0,679.0,0,0,0,1
160000.0,1.0,54,-1,780.0,0.0,1560.0,0.0,0.0,0.0,390.0,2,0,0,0
210000.0,3.0,30,2,99342.0,4900.0,4100.0,3600.0,4500.0,4000.0,3900.0,2,0,1,0
290000.0,2.0,38,-2,0.0,130.0,0.0,24756.0,899.0,942.0,927.0,0,1,1,0
200000.0,2.0,29,-1,8951.0,9117.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
460000.0,3.0,28,-1,17919.0,1500.0,9681.0,3284.0,732.0,2000.0,0.0,0,0,1,0
350000.0,3.0,55,-1,3297.0,11637.0,12991.0,39278.0,6000.0,14837.0,931.0,0,0,0,0
70000.0,3.0,42,0,70730.0,3500.0,15000.0,3000.0,2000.0,1840.0,1798.0,0,0,0,0
30000.0,1.0,26,0,30244.0,1701.0,1600.0,1500.0,1095.0,1500.0,2000.0,0,1,1,0
130000.0,3.0,27,0,0.0,1386.0,4000.0,198.0,3992.0,5000.0,40000.0,1,1,1,0
50000.0,2.0,27,0,35905.0,0.0,1908.0,1700.0,3000.0,1700.0,1700.0,5,0,1,0
240000.0,2.0,27,-1,4400.0,0.0,1129.0,0.0,1000.0,496.0,1000.0,2,1,1,0
230000.0,3.0,49,-2,1034.0,299.0,8997.0,1808.0,3970.0,7214.0,3684.0,0,1,0,0
80000.0,2.0,47,2,4166.0,0.0,0.0,3521.0,0.0,14206.0,7500.0,4,1,0,0
260000.0,2.0,31,0,3113.0,1300.0,1100.0,1000.0,300.0,0.0,1261.0,0,0,1,0
130000.0,3.0,25,-1,1088.0,1521.0,6044.0,1619.0,947.0,495.0,0.0,0,1,1,0
260000.0,0.0,42,0,204017.0,8000.0,7100.0,200140.0,6500.0,6000.0,6500.0,0,0,0,0
310000.0,2.0,28,0,106468.0,8000.0,6000.0,5000.0,5000.0,4000.0,5000.0,0,1,1,0
110000.0,2.0,26,0,45028.0,2000.0,2000.0,2000.0,2000.0,2000.0,2500.0,0,1,1,0
500000.0,1.0,49,-1,396.0,396.0,5792.0,0.0,792.0,0.0,5857.0,2,1,0,0
300000.0,3.0,47,-1,514.0,2392.0,148.0,148.0,148.0,0.0,747.0,0,1,0,0
20000.0,1.0,53,0,12197.0,1600.0,1600.0,1000.0,710.0,1000.0,1000.0,0,1,0,0
80000.0,2.0,26,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0
210000.0,3.0,31,0,157544.0,7505.0,7072.0,4009.0,8000.0,10000.0,12000.0,0,1,0,0
260000.0,1.0,63,0,261326.0,9166.0,9001.0,9061.0,19155.0,1.0,9858.0,2,0,0,0
20000.0,3.0,36,0,18958.0,1500.0,2000.0,1200.0,413.0,0.0,0.0,0,0,0,0
10000.0,1.0,41,3,10711.0,0.0,0.0,0.0,302.0,0.0,0.0,10,0,0,0
180000.0,1.0,25,0,120583.0,3507.0,3201.0,3200.0,3500.0,4000.0,3704.0,0,1,1,0
430000.0,2.0,32,-1,0.0,2500.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
360000.0,3.0,37,-1,4644.0,1417.0,3588.0,0.0,0.0,1278.0,1998.0,0,1,0,0
50000.0,2.0,42,0,38516.0,1754.0,1500.0,1500.0,1000.0,1100.0,1208.0,0,1,0,0
260000.0,2.0,46,-2,0.0,135.0,0.0,0.0,109.0,945.0,9300.0,0,1,0,0
500000.0,1.0,36,0,70016.0,2568.0,2000.0,1285.0,15000.0,1520.0,6994.0,0,1,0,0
440000.0,2.0,35,0,3091.0,1150.0,1084.0,821.0,821.0,821.0,821.0,0,1,1,0
30000.0,2.0,24,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
20000.0,2.0,43,2,6216.0,1307.0,0.0,1400.0,0.0,182.0,400.0,9,0,0,0
50000.0,2.0,43,0,50562.0,6500.0,2112.0,1400.0,700.0,700.0,800.0,0,0,0,0
140000.0,3.0,31,0,3886.0,1100.0,1500.0,1100.0,1000.0,1100.0,1000.0,0,1,1,0
210000.0,2.0,54,0,197324.0,8000.0,11000.0,6000.0,4098.0,3500.0,3000.0,0,1,1,0
440000.0,3.0,79,0,429309.0,15715.0,16519.0,16513.0,15800.0,16531.0,15677.0,0,0,0,0
50000.0,2.0,26,0,49378.0,2500.0,1500.0,1206.0,0.0,20689.0,697.0,0,1,0,0
30000.0,2.0,48,0,46780.0,1899.0,1400.0,1188.0,600.0,0.0,0.0,0,0,0,0
150000.0,1.0,28,0,100623.0,4700.0,4000.0,4032.0,3410.0,4000.0,3665.0,0,1,1,0
290000.0,3.0,36,2,170422.0,7594.0,0.0,12000.0,0.0,6818.0,5182.0,9,1,1,0
70000.0,2.0,26,0,50680.0,2000.0,1500.0,0.0,0.0,30000.0,656.0,0,1,1,0
310000.0,3.0,32,0,6023.0,18000.0,3000.0,1500.0,500.0,6579.0,40200.0,0,0,1,0
400000.0,3.0,28,2,6500.0,405016.0,0.0,14000.0,13560.0,28000.0,0.0,2,1,0,0
520000.0,3.0,46,2,133890.0,5022.0,0.0,20000.0,40000.0,0.0,5000.0,7,1,0,0
20000.0,3.0,23,2,6988.0,1444.0,2000.0,329.0,492.0,342.0,354.0,2,1,1,0
50000.0,2.0,35,0,4943.0,45200.0,1285.0,332.0,306.0,308.0,173.0,0,0,0,1
300000.0,3.0,27,-1,42189.0,83754.0,120927.0,0.0,716.0,25213.0,92250.0,0,1,1,0
400000.0,3.0,40,-1,6376.0,5949.0,4403.0,1250.0,168459.0,3301.0,11168.0,0,1,0,0
340000.0,3.0,35,-1,-8.0,1730.0,1692.0,0.0,0.0,3031.0,0.0,1,1,0,0
50000.0,2.0,28,0,10051.0,5000.0,10000.0,5000.0,5780.0,10000.0,10000.0,0,1,1,0
230000.0,3.0,30,0,246101.0,38172.0,9000.0,7800.0,6650.0,5496.0,5145.0,0,1,1,0
50000.0,2.0,22,0,34250.0,1550.0,1750.0,2270.0,603.0,713.0,1000.0,0,1,0,0
50000.0,2.0,34,2,35548.0,0.0,21220.0,13.0,1510.0,15018.0,21.0,7,0,1,0
80000.0,3.0,28,0,75923.0,2500.0,2548.0,2500.0,1100.0,1000.0,1000.0,0,0,1,0
20000.0,2.0,27,2,191.0,20200.0,0.0,1310.0,678.0,854.0,767.0,2,1,0,0
100000.0,2.0,28,-2,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
70000.0,2.0,26,0,65329.0,3000.0,4000.0,2000.0,4030.0,0.0,1000.0,2,0,1,0
50000.0,2.0,22,2,25561.0,2134.0,1000.0,2001.0,910.0,1510.0,500.0,2,1,0,0
50000.0,2.0,47,0,50883.0,2200.0,5300.0,2000.0,2000.0,2000.0,2000.0,0,1,1,0
80000.0,3.0,25,0,53685.0,3291.0,5694.0,5435.0,5510.0,6101.0,6742.0,0,1,1,0
200000.0,2.0,44,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
360000.0,3.0,39,-2,1070.0,0.0,0.0,0.0,906.0,0.0,4341.0,0,1,1,0
80000.0,2.0,36,2,600.0,0.0,0.0,0.0,0.0,0.0,0.0,18,0,0,0
160000.0,1.0,40,0,150451.0,7000.0,7500.0,6008.0,5516.0,6011.0,6009.0,0,0,0,0
120000.0,2.0,40,0,94166.0,3500.0,2347.0,5000.0,3000.0,2000.0,10000.0,0,0,0,0
150000.0,3.0,49,0,20604.0,1359.0,3280.0,0.0,1000.0,750.0,681.0,2,0,0,0
10000.0,2.0,27,0,5150.0,0.0,1257.0,1300.0,400.0,410.0,420.0,3,1,1,0
210000.0,2.0,46,-1,594.0,0.0,21451.0,0.0,0.0,0.0,0.0,2,1,0,0
390000.0,3.0,27,0,304867.0,13007.0,10612.0,10041.0,11000.0,10512.0,7000.0,0,1,1,0
80000.0,3.0,26,-1,3900.0,331.0,9970.0,4250.0,4574.0,0.0,0.0,0,1,1,0
50000.0,2.0,43,0,34110.0,3505.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
130000.0,1.0,23,0,109592.0,5733.0,5659.0,4680.0,2325.0,0.0,0.0,0,1,0,0
360000.0,2.0,39,2,655.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,1,0
500000.0,2.0,28,0,182416.0,5000.0,3850.0,3248.0,13736.0,14256.0,220371.0,0,1,1,0
290000.0,2.0,34,-1,0.0,0.0,4524.0,4000.0,2000.0,0.0,0.0,1,0,1,0
100000.0,2.0,30,-2,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0
20000.0,2.0,32,0,18390.0,2000.0,3000.0,0.0,850.0,920.0,750.0,4,0,0,0
280000.0,3.0,29,-2,0.0,0.0,320.0,2139.0,0.0,0.0,0.0,0,1,1,0
520000.0,3.0,39,-1,13273.0,12712.0,5487.0,5397.0,70137.0,11820.0,7888.0,0,0,1,0
130000.0,2.0,45,0,79277.0,3500.0,3022.0,2000.0,2000.0,2000.0,2000.0,0,1,0,0
20000.0,3.0,27,0,19115.0,1404.0,1130.0,600.0,861.0,313.0,0.0,0,0,1,0
600000.0,3.0,53,0,467150.0,0.0,18000.0,16000.0,16000.0,21000.0,20000.0,4,0,0,0
290000.0,3.0,31,-1,21720.0,1240.0,3682.0,4704.0,5258.0,1248.0,9600.0,0,1,1,0
160000.0,3.0,51,2,79244.0,0.0,0.0,8000.0,4000.0,4000.0,4000.0,7,0,0,0
50000.0,2.0,23,0,46968.0,1600.0,1500.0,1500.0,1200.0,1078.0,951.0,0,1,1,0
180000.0,3.0,31,-1,4582.0,1359.0,316.0,3072.0,0.0,0.0,316.0,0,1,1,0
500000.0,2.0,45,-2,443118.0,155484.0,67533.0,72049.0,70430.0,40721.0,133611.0,0,1,0,0
160000.0,2.0,38,0,61934.0,5000.0,3000.0,6000.0,6000.0,10000.0,5000.0,0,1,0,0
10000.0,2.0,24,0,7521.0,1145.0,1148.0,1021.0,0.0,0.0,0.0,0,0,1,0
10000.0,2.0,32,0,8509.0,1400.0,1300.0,350.0,500.0,1650.0,0.0,0,1,1,0
420000.0,3.0,34,0,131939.0,7000.0,7000.0,5500.0,5500.0,5600.0,5000.0,0,0,1,0
10000.0,2.0,31,0,10243.0,0.0,1281.0,1135.0,448.0,329.0,287.0,5,1,0,0
20000.0,2.0,44,6,16942.0,0.0,0.0,780.0,0.0,0.0,0.0,33,1,0,0
20000.0,2.0,40,3,17361.0,0.0,0.0,0.0,1400.0,0.0,603.0,14,0,1,0
250000.0,3.0,42,-2,16240.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
30000.0,2.0,35,0,8348.0,1476.0,3500.0,0.0,1000.0,1500.0,0.0,2,0,0,0
80000.0,1.0,25,-1,3377.0,3377.0,3476.0,3377.0,3377.0,5062.0,3387.0,0,1,0,0
30000.0,1.0,26,0,27594.0,2595.0,1200.0,1020.0,10404.0,51000.0,0.0,0,1,1,0
230000.0,0.0,39,0,7479.0,31280.0,90000.0,0.0,0.0,0.0,0.0,0,1,0,0
30000.0,3.0,27,0,26135.0,2000.0,2500.0,1500.0,1000.0,2000.0,3000.0,0,1,1,0
50000.0,2.0,26,-1,390.0,2078.0,390.0,390.0,0.0,780.0,0.0,0,1,1,0
50000.0,2.0,39,0,17698.0,2005.0,4000.0,1000.0,1000.0,2000.0,1000.0,0,0,1,0
180000.0,3.0,33,0,31689.0,10000.0,10000.0,5000.0,3000.0,10000.0,30000.0,0,1,1,0
500000.0,3.0,35,-1,3290.0,11000.0,2517.0,2957.0,1000.0,41000.0,170.0,0,1,0,0
20000.0,2.0,46,2,11698.0,2000.0,2000.0,2000.0,4000.0,0.0,1000.0,17,1,0,0
80000.0,3.0,40,0,1068.0,37200.0,2000.0,3000.0,2000.0,3000.0,2000.0,0,0,1,0
230000.0,3.0,39,-1,1319.0,770.0,3465.0,0.0,486.0,634.0,0.0,0,0,0,0
160000.0,3.0,33,-1,7429.0,8000.0,2000.0,4755.0,0.0,0.0,0.0,0,1,0,0
290000.0,2.0,29,0,19315.0,15000.0,2000.0,3000.0,0.0,0.0,4280.0,0,1,1,0
360000.0,3.0,27,-2,2807.0,898.0,5970.0,1396.0,0.0,0.0,0.0,0,0,1,0
300000.0,3.0,39,-2,2973.0,2702.0,7286.0,2978.0,2369.0,10011.0,7259.0,0,1,0,0
50000.0,2.0,24,0,54519.0,2000.0,2880.0,1950.0,1050.0,1010.0,1220.0,0,1,1,0
30000.0,2.0,27,2,28392.0,3500.0,0.0,0.0,0.0,0.0,0.0,2,1,1,0
270000.0,2.0,37,0,37695.0,5000.0,2000.0,3000.0,4000.0,3000.0,2000.0,0,0,1,0
50000.0,2.0,55,0,40623.0,1616.0,2180.0,2004.0,1000.0,1002.0,1004.0,0,1,1,0
220000.0,3.0,43,2,1090.0,167.0,0.0,0.0,0.0,0.0,0.0,5,1,0,0
60000.0,2.0,37,-2,-391.0,0.0,0.0,1950.0,0.0,1000.0,0.0,1,0,1,0
250000.0,3.0,42,2,744.0,2186.0,0.0,0.0,1522.0,0.0,4389.0,4,1,0,0
30000.0,2.0,26,2,30028.0,0.0,3400.0,0.0,0.0,0.0,0.0,8,1,1,0
200000.0,1.0,38,0,181532.0,8218.0,7912.0,6284.0,6313.0,6200.0,6419.0,0,0,0,0
50000.0,1.0,39,-2,51400.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
230000.0,2.0,33,2,203218.0,10000.0,0.0,8000.0,5000.0,5000.0,4243.0,5,0,0,0
50000.0,2.0,24,7,2400.0,0.0,0.0,0.0,0.0,0.0,0.0,32,1,1,0
500000.0,3.0,32,0,208603.0,8444.0,8009.0,5301.0,5220.0,5419.0,5313.0,0,0,1,0
230000.0,2.0,35,0,76050.0,3000.0,4000.0,3000.0,3000.0,2000.0,3000.0,0,1,0,0
60000.0,3.0,29,0,11976.0,2000.0,2000.0,2000.0,1500.0,1500.0,1500.0,0,0,1,0
160000.0,1.0,30,0,2215.0,8977.0,1000.0,10770.0,11800.0,10043.0,5325.0,0,1,0,0
110000.0,2.0,39,0,49464.0,3007.0,3000.0,3000.0,3000.0,4000.0,3000.0,0,0,0,0
230000.0,2.0,39,0,183718.0,7236.0,5603.0,4187.0,4327.0,5237.0,15226.0,2,1,0,0
150000.0,1.0,41,0,20934.0,1500.0,1500.0,1000.0,0.0,0.0,0.0,0,1,0,0
200000.0,2.0,32,-2,940.0,174.0,1689.0,1581.0,800.0,0.0,0.0,0,1,1,0
420000.0,1.0,53,-2,3717.0,5.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
30000.0,2.0,25,0,10343.0,1200.0,1201.0,592.0,500.0,1500.0,0.0,2,1,1,0
20000.0,2.0,21,0,10109.0,3000.0,2000.0,1200.0,5000.0,10000.0,8906.0,0,1,1,0
20000.0,3.0,24,-1,19000.0,1000.0,5831.0,14784.0,961.0,0.0,15735.0,2,1,1,0
50000.0,2.0,27,2,47760.0,0.0,3400.0,0.0,1528.0,3038.0,0.0,8,1,1,0
230000.0,3.0,32,-2,2785.0,1223.0,1000.0,0.0,0.0,0.0,0.0,0,0,1,0
30000.0,3.0,28,-1,13568.0,3166.0,821.0,0.0,0.0,0.0,0.0,0,1,1,0
50000.0,2.0,48,0,49913.0,2077.0,1311.0,689.0,712.0,879.0,799.0,2,0,0,0
50000.0,3.0,24,2,29595.0,3000.0,2000.0,0.0,3200.0,0.0,1600.0,8,0,1,0
80000.0,2.0,30,0,127580.0,13000.0,6000.0,5122.0,5012.0,13000.0,18000.0,0,1,1,0
120000.0,3.0,42,0,112237.0,4097.0,4278.0,4308.0,11540.0,5685.0,4390.0,0,1,0,0
220000.0,3.0,33,0,204205.0,20000.0,10000.0,8140.0,8000.0,7000.0,10000.0,0,1,0,0
200000.0,1.0,33,0,181542.0,7100.0,5354.0,4363.0,4816.0,4381.0,3330.0,0,0,1,0
50000.0,2.0,37,0,46990.0,2000.0,2019.0,1200.0,1100.0,1069.0,1000.0,0,1,0,0
300000.0,3.0,39,-1,20938.0,21169.0,26171.0,18249.0,18238.0,45301.0,120.0,0,0,0,0
250000.0,3.0,32,0,33323.0,2038.0,2065.0,52.0,3336.0,1460.0,1000.0,0,1,1,0
170000.0,3.0,48,0,6203.0,5079.0,0.0,332809.0,6000.0,6000.0,6100.0,0,0,1,0
210000.0,3.0,30,0,87292.0,4600.0,3789.0,3811.0,3465.0,3186.0,4389.0,0,1,1,0
80000.0,2.0,22,0,76737.0,3500.0,10092.0,966.0,2000.0,2000.0,1037.0,0,1,1,0
140000.0,2.0,24,0,34814.0,1887.0,3000.0,1580.0,1294.0,1355.0,5000.0,0,1,1,0
50000.0,2.0,46,-2,51400.0,0.0,0.0,0.0,50108.0,2363.0,390.0,0,0,0,0
80000.0,1.0,50,0,46239.0,1754.0,2210.0,1700.0,1614.0,1600.0,1600.0,0,1,1,0
20000.0,2.0,43,2,14301.0,3000.0,1300.0,3000.0,0.0,0.0,0.0,15,0,0,0
260000.0,3.0,30,0,83138.0,14038.0,5018.0,10000.0,3154.0,13603.0,9189.0,0,1,1,0
200000.0,3.0,28,2,38783.0,26286.0,0.0,1117.0,1117.0,0.0,1128.0,2,1,1,0
220000.0,3.0,38,0,212795.0,8909.0,7500.0,9000.0,6729.0,6000.0,7009.0,0,0,1,0
30000.0,3.0,26,-1,0.0,780.0,0.0,8000.0,0.0,0.0,0.0,1,0,1,0
210000.0,2.0,35,-1,188.0,971.0,2871.0,5087.0,0.0,3392.0,4000.0,0,1,0,0
350000.0,1.0,38,-1,362.0,792.0,3019.0,4580.0,4000.0,284.0,1000.0,0,1,0,0
50000.0,1.0,58,0,7308.0,1200.0,1500.0,1300.0,500.0,500.0,500.0,0,1,0,0
50000.0,2.0,24,0,46521.0,2150.0,2352.0,1239.0,717.0,585.0,589.0,0,0,1,0
70000.0,3.0,31,-2,45450.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
240000.0,3.0,29,-1,358.0,176.0,0.0,540.0,100.0,2600.0,704.0,0,1,1,0
150000.0,2.0,50,0,3227.0,0.0,1000.0,0.0,0.0,2322.0,0.0,5,1,0,0
290000.0,3.0,47,-2,3700.0,18035.0,4516.0,8140.0,59512.0,2716.0,3516.0,0,0,0,0
30000.0,2.0,39,-1,22215.0,18243.0,11500.0,0.0,1177.0,3000.0,0.0,2,1,0,0
180000.0,1.0,39,-2,0.0,0.0,0.0,300.0,0.0,0.0,645.0,6,1,0,0
340000.0,2.0,35,0,39229.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,0,0,0,0
80000.0,2.0,26,0,46738.0,3001.0,3000.0,3000.0,3000.0,1637.0,2928.0,0,1,1,0
280000.0,3.0,41,0,96590.0,5000.0,3000.0,3007.0,5000.0,2000.0,1700.0,0,1,0,0
200000.0,3.0,28,-2,778.0,506.0,3742.0,447.0,9007.0,484.0,489.0,0,0,1,0
230000.0,3.0,30,0,5442.0,1210.0,3116.0,1000.0,2000.0,2000.0,2000.0,0,1,0,0
80000.0,1.0,40,0,81428.0,4.0,3716.0,2000.0,1000.0,1000.0,2000.0,4,1,1,0
130000.0,3.0,33,2,36672.0,0.0,6000.0,0.0,3000.0,1000.0,1100.0,7,0,1,0
160000.0,2.0,43,-2,8460.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
30000.0,1.0,38,0,5685.0,0.0,2000.0,800.0,0.0,2000.0,0.0,8,1,0,0
300000.0,3.0,30,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
350000.0,3.0,44,0,110819.0,6000.0,4000.0,2500.0,150.0,500.0,0.0,0,1,0,0
500000.0,3.0,36,0,64266.0,26000.0,11725.0,15406.0,6903.0,45045.0,10000.0,0,1,0,0
50000.0,3.0,30,0,49233.0,0.0,3000.0,5000.0,0.0,1815.0,2000.0,5,0,1,0
230000.0,2.0,28,0,54228.0,1500.0,1139.0,600.0,800.0,70196.0,3000.0,0,1,0,0
140000.0,3.0,43,-1,1453.0,1872.0,1249.0,1872.0,1453.0,1453.0,1034.0,0,0,0,0
220000.0,2.0,41,0,32016.0,2004.0,2009.0,5004.0,1000.0,1000.0,3000.0,0,1,1,0
80000.0,1.0,34,0,72463.0,7000.0,3000.0,3000.0,3600.0,0.0,2000.0,2,0,1,0
80000.0,1.0,34,2,71104.0,3400.0,3000.0,0.0,5637.0,3200.0,0.0,11,0,0,0
310000.0,3.0,29,0,29906.0,14750.0,5000.0,24000.0,10000.0,10000.0,30000.0,0,1,1,0
330000.0,2.0,28,0,53260.0,2000.0,4000.0,2000.0,5039.0,2164.0,2000.0,0,0,1,0
500000.0,1.0,39,0,315201.0,25000.0,50000.0,20000.0,19586.0,14122.0,12022.0,0,0,0,0
30000.0,3.0,31,2,14107.0,1200.0,0.0,2200.0,0.0,1700.0,0.0,11,0,0,0
10000.0,2.0,28,-1,619.0,0.0,8642.0,800.0,107.0,200.0,0.0,9,0,1,0
